0.12	99.68	310.58	0.00	0.00
0.06	99.46	310.86	0.00	0.00
-0.02	99.62	312.95	0.00	0.00
0.07	99.67	314.13	0.00	0.00
0.02	99.78	313.37	0.00	20.18
0.15	99.52	313.70	7.67	134.82
0.25	99.04	312.88	39.72	266.07
0.31	98.03	312.91	63.03	370.00
0.63	97.36	312.98	80.89	447.23
0.75	96.34	311.15	133.55	503.85
1.26	94.04	309.23	220.44	544.78
1.36	93.64	311.09	245.64	573.38
1.86	92.39	313.82	225.52	591.82
2.63	87.87	314.54	267.94	601.39
2.73	89.52	314.19	334.03	602.75
4.68	80.79	306.38	370.31	595.97
4.06	84.92	310.38	317.42	580.62
3.80	88.57	314.28	299.44	555.63
3.71	91.44	323.47	204.82	519.17
3.06	94.92	319.56	165.59	468.32
3.17	95.66	319.91	149.78	398.73
2.95	97.44	320.66	96.02	304.52
2.93	97.40	322.37	55.95	181.43
2.88	96.72	319.86	36.25	50.11
2.62	97.20	317.77	6.61	0.00
2.13	98.13	301.70	0.00	0.00
1.73	98.80	304.47	0.00	0.00
1.54	99.12	315.00	0.00	0.00
1.67	99.42	317.32	0.00	0.00
1.71	99.52	318.16	0.00	0.00
1.59	99.51	316.71	0.00	0.00
1.53	99.56	318.81	0.00	0.00
1.50	99.61	316.40	0.00	0.00
1.41	99.70	315.04	0.00	0.00
1.35	99.75	311.44	0.00	0.00
1.16	99.75	300.87	0.00	0.00
0.79	99.74	257.13	0.00	0.00
0.60	99.95	246.05	0.00	0.00
0.08	100.00	243.21	0.00	0.00
-0.17	100.00	242.64	0.00	0.00
-0.20	100.00	242.58	0.00	0.00
-0.22	100.00	242.76	0.00	0.00
-0.44	100.00	242.09	0.00	0.00
-0.47	100.00	241.76	0.00	0.00
-0.45	100.00	260.43	0.00	0.00
-0.42	100.00	295.40	0.00	0.00
-0.35	100.00	303.89	0.00	0.00
-0.14	100.00	312.96	0.00	0.00
0.01	100.00	314.22	0.00	0.00
0.17	100.00	311.99	0.00	0.00
0.27	100.00	310.52	0.00	0.00
-0.08	100.00	293.64	0.00	0.00
-0.16	100.00	306.80	0.00	24.18
0.07	100.00	311.55	10.56	143.29
